2.64347	0.03
-1.06736	0.06
1.24429	0.09
-0.874898	0.12
0.78143	0.15
0.658756	0.18
0.842139	0.21
-0.625064	0.24
1.03046	0.27
-0.190424	0.3
-1.7013	0.33
1.55334	0.36
-2.02308	0.39
-1.35067	0.42
-1.36811	0.45
-0.502303	0.48
1.1215	0.51
-0.0426311	0.54
0.854456	0.57
-0.102567	0.6
1.29699	0.63
1.21409	0.66
-1.43835	0.69
1.01847	0.72
-0.382497	0.75
-0.316065	0.78
-0.249228	0.81
-0.270171	0.84
0.7794	0.87
0.153732	0.9
-0.0554053	0.93
0.914222	0.96
0.729767	0.99
-0.786661	1.02
0.156436	1.05
-0.637884	1.08
1.26303	1.11
-0.165344	1.14
-1.23932	1.17
-0.0808648	1.2
1.68456	1.23
-0.661871	1.26
-1.39915	1.29
-0.840537	1.32
-0.223893	1.35
0.293713	1.38
-1.10424	1.41
0.228381	1.44
0.293071	1.47
-0.37097	1.5
1.0155	1.53
0.829065	1.56
-0.708963	1.59
0.708509	1.62
0.0482299	1.65
0.529439	1.68
1.0577	1.71
-0.436499	1.74
-0.82226	1.77
0.449305	1.8
-0.235288	1.83
0.958265	1.86
2.17544	1.89
-1.11676	1.92
0.00232022	1.95
0.549438	1.98
0.038267	2.01
-0.336396	2.04
-1.21523	2.07
-1.20511	2.1
0.650598	2.13
0.385276	2.16
1.04055	2.19
1.16339	2.22
1.10749	2.25
2.35055	2.28
1.70563	2.31
-0.383911	2.34
0.698552	2.37
-1.58745	2.4
0.0393129	2.43
0.13514	2.46
1.44963	2.49
0.45438	2.52
-0.451377	2.55
-1.13526	2.58
-1.0909	2.61
0.893943	2.64
0.515708	2.67
-1.04584	2.7
0.206542	2.73
0.399581	2.76
-1.11095	2.79
-0.212775	2.82
0.577091	2.85
0.788403	2.88
0.641793	2.91
-0.182976	2.94
0.191456	2.97
0.25412	3
-0.38507	3.03
-1.6492	3.06
0.288534	3.09
-1.1317	3.12
1.97071	3.15
0.640451	3.18
0.00806377	3.21
-0.44362	3.24
1.50465	3.27
-0.309212	3.3
-0.224984	3.33
0.511274	3.36
-0.0656722	3.39
0.800334	3.42
0.186258	3.45
0.103521	3.48
-0.855005	3.51
0.363942	3.54
-0.349679	3.57
1.15777	3.6
-0.0468996	3.63
0.542914	3.66
-1.2423	3.69
0.272847	3.72
-0.137552	3.75
0.740483	3.78
-0.960818	3.81
0.394841	3.84
0.0306892	3.87
-1.01813	3.9
-0.0456164	3.93
1.40468	3.96
-0.262378	3.99
-0.995126	4.02
0.803184	4.05
-0.145796	4.08
-0.886237	4.11
-0.78303	4.14
1.03702	4.17
0.485715	4.2
1.87516	4.23
0.106379	4.26
0.358549	4.29
-2.00253	4.32
-1.08002	4.35
0.809464	4.38
-0.322022	4.41
-0.374676	4.44
-1.76781	4.47
-1.41282	4.5
2.10488	4.53
1.89333	4.56
0.621063	4.59
0.395871	4.62
-0.971913	4.65
0.595788	4.68
-1.87078	4.71
0.258088	4.74
2.92374	4.77
0.848592	4.8
-1.71175	4.83
0.0388311	4.86
0.361482	4.89
0.865027	4.92
-0.511831	4.95
0.488417	4.98
-0.997568	5.01
-0.686819	5.04
-0.0362	5.07
-0.434353	5.1
-0.384781	5.13
-0.560785	5.16
-1.9847	5.19
0.315018	5.22
-0.619349	5.25
0.254082	5.28
-0.478106	5.31
-0.902195	5.34
-1.96066	5.37
1.54818	5.4
0.593363	5.43
-0.858314	5.46
-0.429329	5.49
0.82698	5.52
3.15401	5.55
-2.19477	5.58
0.754777	5.61
-2.0445	5.64
-1.21736	5.67
-0.197217	5.7
2.29536	5.73
1.07115	5.76
-1.4367	5.79
0.498091	5.82
-1.37251	5.85
-0.606893	5.88
-0.542474	5.91
0.0346683	5.94
1.63287	5.97
0.933999	6
0.407784	6.03
1.03518	6.06
0.611209	6.09
0.531151	6.12
-0.012165	6.15
-0.0669084	6.18
-0.248627	6.21
-0.31666	6.24
0.442825	6.27
0.365339	6.3
0.510576	6.33
0.662178	6.36
0.996324	6.39
1.13744	6.42
-0.0678497	6.45
-0.935657	6.48
0.687048	6.51
-0.856272	6.54
0.853573	6.57
1.88619	6.6
-0.227654	6.63
-0.127992	6.66
-0.740315	6.69
-0.585542	6.72
1.27427	6.75
-0.586703	6.78
0.147844	6.81
0.444158	6.84
0.328154	6.87
-2.13097	6.9
-0.0313016	6.93
-0.382113	6.96
-0.178177	6.99
-0.0739422	7.02
0.321804	7.05
0.832655	7.08
-0.399391	7.11
0.0448877	7.14
-0.277383	7.17
-1.51664	7.2
0.557342	7.23
-1.51687	7.26
-1.47235	7.29
1.55542	7.32
-2.03094	7.35
-2.37528	7.38
0.644857	7.41
-0.0709545	7.44
-1.79197	7.47
1.36775	7.5
-0.336134	7.53
0.444932	7.56
-0.847966	7.59
0.00161217	7.62
-0.773469	7.65
0.818573	7.68
2.08942	7.71
-0.856435	7.74
-1.95958	7.77
-0.182351	7.8
-2.44607	7.83
-0.540848	7.86
0.388641	7.89
-1.32529	7.92
1.19504	7.95
0.960203	7.98
0.0210321	8.01
-0.799358	8.04
-0.562346	8.07
-0.141239	8.1
0.687597	8.13
1.5736	8.16
1.73012	8.19
-0.995197	8.22
-2.66913	8.25
0.231084	8.28
-0.727464	8.31
1.51351	8.34
1.50886	8.37
0.0901413	8.4
-0.328187	8.43
0.884749	8.46
-0.364523	8.49
0.558756	8.52
-0.769101	8.55
0.970588	8.58
0.514839	8.61
-1.42183	8.64
1.72611	8.67
0.320703	8.7
0.0382047	8.73
-0.484749	8.76
-0.0108468	8.79
-0.470057	8.82
0.0361062	8.85
0.178518	8.88
1.24979	8.91
-0.40739	8.94
0.090252	8.97
-2.16566	9
0.407666	9.03
0.130618	9.06
0.511239	9.09
0.858385	9.12
-0.0270675	9.15
0.143545	9.18
0.418244	9.21
1.24622	9.24
-1.17328	9.27
-1.61887	9.3
0.049979	9.33
-0.0200447	9.36
0.245869	9.39
0.857043	9.42
0.778391	9.45
0.508063	9.48
0.447957	9.51
0.149469	9.54
0.45354	9.57
-0.401491	9.6
-0.552761	9.63
0.0120899	9.66
0.632034	9.69
0.241589	9.72
0.527695	9.75
-1.26184	9.78
-0.84929	9.81
0.00227706	9.84
-0.567129	9.87
0.514657	9.9
0.532219	9.93
-0.69744	9.96
1.31436	9.99
-0.10786	10.02
-1.3302	10.05
0.487823	10.08
-1.80585	10.11
1.46479	10.14
0.774675	10.17
1.05796	10.2
-0.124954	10.23
0.252377	10.26
0.797845	10.29
1.11445	10.32
-0.809732	10.35
1.72014	10.38
-0.530512	10.41
1.23434	10.44
-0.0408926	10.47
1.36011	10.5
0.427074	10.53
0.546389	10.56
-0.491155	10.59
-0.758407	10.62
0.242541	10.65
-0.0954156	10.68
-1.38489	10.71
-0.922018	10.74
0.561348	10.77
2.47795	10.8
0.695335	10.83
0.496774	10.86
-1.34943	10.89
0.0783659	10.92
-1.14952	10.95
-0.872348	10.98
-0.784748	11.01
0.0328748	11.04
1.63353	11.07
-0.689828	11.1
0.272659	11.13
-1.27793	11.16
0.678363	11.19
-2.05841	11.22
0.984442	11.25
0.770823	11.28
-1.01937	11.31
1.34691	11.34
0.950422	11.37
-0.724017	11.4
0.998803	11.43
0.726792	11.46
0.580696	11.49
-0.368601	11.52
1.54645	11.55
0.87782	11.58
-0.919665	11.61
-1.81697	11.64
0.0170041	11.67
0.198907	11.7
0.264529	11.73
-0.151384	11.76
